"CD_A,C,2","PER,C,4","ENT,C,2","CON,C,5","V_SEL,C,1","N_HOG,C,1","N_REN,C,2","S4P23_1,C,1","S4P23_2,C,1","S4P23_3,C,1","S4P23_4,C,1","S4P23_5,C,1","S4P23_6,C,1","S4P23_7,C,1","S4P23_8,C,1","S4P23_9,C,1","S4P23_10,C,1","S4P23_11,C,1","S4P23_12,C,1","S4P24_1,C,1","S4P24_2,C,1","S4P24_3,C,1","S4P24_4,C,1","S4P24_5,C,1","S4P24_6,C,1","S4P24_7,C,1","S4P24_8,C,1","S4P24_9,C,1","S4P24_10,C,1","S4P24_11,C,1","S4P25_1,C,1","S4P25_2,C,1","S4P25_3,C,1","S4P25_4,C,1","S4P25_5,C,1","S4P25_6,C,1","S4P25_7,C,1","S4P26_1,C,1","S4P26_2,C,1","S4P26_3,C,1","S4P26_4,C,1","S4P26_5,C,1","S4P26_6,C,1","S4P26_7,C,1","S4P26_8,C,1","S4P26_9,C,1","S4P26_10,C,1","S4P26_11,C,1","S4P27_1,C,1","S4P27_2,C,1","S4P27_3,C,1","S4P27_4,C,1","S4P27_5,C,1","S4P28_1,C,1","S4P28_2,C,1","S4P28_3,C,1","S4P28_4,C,1","S4P28_5,C,1","S4P28_6,C,1","S4P29,C,1","S4P29_ES,C,50","S4P29_1,C,1","S4P29_1_ES,C,50","S4P29_2,C,1","S4P29_3,C,1","S4P29_4,C,1","S4P29_5,C,1","S4P29_6,C,1","S4P30_1,C,1","S4P30_2,C,1","S4P30_3,C,1","S4P30_4,C,1","S4P30_5,C,1","S4P30_6,C,1","S4P30_7,C,1","S4P30_8,C,1","S4P31_1,C,1","S4P31_2,C,1","S4P31_3,C,1","S4P32,C,1","S4P32_1,C,1","S4P32_2,C,1","S4P33_1,C,1","S4P33_2_1,C,1","S4P33_2_2,C,1","S4P33_2_3,C,1","S4P33_2_4,C,1","S4P33_2_5,C,1","S4P33_2_6,C,1","S4P33_2_7,C,1","S4P34,C,1","S4P34_1,C,1","S4P35,C,1","S5P1,C,1","S5P2_1,C,1","S5P2_2,C,1","S5P2_3,C,1","S5P2_4,C,1","S5P2_5,C,1","S5P2_6,C,1","S5P2_ESP,C,50","S5P3,C,1","S5P4_1,C,1","S5P4_2,C,1","S5P4_3,C,1","S5P4_4,C,1","S5P4_5,C,1","S5P4_6,C,1","S5P4_7,C,1","S5P4_8,C,1","S5P4_9,C,1","S5P4_ES,C,50","S5P5,C,1","S5P6_1,C,1","S5P6_2,C,1","S5P6_3,C,1","S5P6_4,C,1","S5P6_5,C,1","S5P6_6,C,1","S5P6_7,C,1","S5P6_8,C,1","S5P6_9,C,1","S5P6_10,C,1","S5P6_11,C,1","S5P6_12,C,1","S5P6_13,C,1","S5P7,C,1","S5P8,C,1","S5P9,C,1","S5P10_1,C,1","S5P10_2,C,1","S5P10_3,C,1","S5P10_4,C,1","S5P10_5,C,1","S5P10_6,C,1","S6P1,C,1","S6P2,C,1","S6P3_1,C,1","S6P3_2,C,1","S6P3_3,C,1","S6P3_4,C,1","S6P3_5,C,1","S6P3_6,C,1","S6P3_7,C,1","S6P3_8,C,1","S6P3_9,C,1","S6P3_10,C,1","OBS_GEN,C,254","FAC,N,6,0"
14,0813,01,40114,4,1,01,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,2,2,2,2,2,,2,,1,2,,2,1,1,2,2,2,2,2,1,2,1,1,1,1,1,1,3,2,2,2,2,2,2,2,1,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,25809
14,0813,01,40114,1,1,02,1,2,1,2,2,3,3,2,2,3,3,2,2,2,2,2,2,3,3,3,5,2,3,2,3,3,2,4,1,3,1,1,1,1,1,1,5,1,3,2,1,3,1,3,4,3,2,2,2,3,3,2,1,,2,,3,2,,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,3,4,2,3,3,4,3,2,2,,3,1,1,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,10767
14,0813,01,40114,5,1,03,1,3,1,3,1,3,3,3,4,3,3,1,1,1,1,3,3,3,2,2,2,3,1,1,3,2,1,4,1,1,1,1,1,1,1,1,3,3,4,1,4,2,2,1,4,4,1,1,1,3,2,1,2,,2,,3,2,,2,1,1,1,1,1,1,2,1,3,2,1,4,1,2,2,1,3,1,4,1,3,2,3,2,,1,1,1,1,0,0,0,0,,1,1,1,3,2,1,1,1,2,2,,1,1,1,2,1,2,2,2,1,2,1,2,1,1,4,2,1,2,4,1,1,4,1,2,,,,,,,,,,,,,16150
14,0813,01,40114,2,1,05,1,2,2,2,1,3,2,3,3,2,4,2,2,2,2,2,3,3,3,2,2,2,2,2,3,2,2,3,2,3,1,1,1,1,2,2,2,2,2,2,2,2,1,2,3,3,2,1,2,2,2,2,1,,2,,3,2,,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,2,3,3,2,3,2,2,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,26916
14,0813,01,40140,1,1,04,1,2,2,2,1,2,3,3,3,3,3,2,2,2,1,2,1,3,2,2,2,2,3,3,3,2,1,4,1,3,1,1,2,1,2,2,3,3,3,2,1,3,3,3,3,3,2,2,2,3,3,2,2,,2,,2,2,,2,2,2,1,1,1,2,1,1,2,2,3,3,1,2,1,3,4,2,3,3,2,3,2,2,,3,1,1,0,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,8597
14,0813,01,40140,3,1,01,2,2,2,2,2,5,2,2,2,2,3,2,2,2,2,2,3,2,5,5,2,2,2,2,2,2,2,2,2,5,2,2,1,1,2,1,1,1,1,1,1,5,1,2,3,1,1,1,3,2,1,1,1,,2,,1,2,,2,2,4,4,1,1,1,1,1,4,1,5,1,1,2,1,3,2,2,2,2,3,2,2,1,3,2,1,1,0,0,0,0,0,,1,1,1,1,2,2,1,1,2,3,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,5,2,2,2,2,2,2,2,2,,,,,,,,,,,,,8628
14,0813,01,40140,5,1,02,3,3,2,1,1,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,5,2,5,2,2,1,1,1,2,5,5,1,,2,,2,2,,2,1,3,1,1,1,1,1,1,1,1,1,1,2,,,3,2,2,2,2,2,2,2,2,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,12895
14,0813,01,40140,2,1,01,3,2,2,2,2,1,2,1,1,2,3,2,2,2,2,2,1,2,2,2,2,2,2,2,3,2,2,3,2,3,2,2,2,2,2,2,2,2,2,3,2,3,2,3,3,3,2,2,2,2,2,2,1,,2,,3,2,,2,2,2,1,1,2,1,2,1,1,1,1,4,1,1,1,3,2,2,2,3,2,2,2,2,,3,1,1,0,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,12942
14,0813,01,40140,4,1,01,1,1,1,2,1,1,2,3,4,2,4,2,2,2,2,4,4,4,4,2,4,4,2,2,4,2,2,2,2,5,4,2,4,2,4,4,2,2,2,4,4,2,4,1,4,2,2,4,2,2,4,4,2,,2,,3,2,,2,3,3,3,1,3,1,2,1,3,3,1,2,2,,,3,2,2,4,2,2,2,2,1,3,2,1,1,0,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,4298
14,0813,01,40141,4,1,02,2,2,2,2,3,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,2,2,3,3,3,2,5,3,2,5,2,2,5,5,2,3,5,5,4,1,2,2,1,2,5,5,2,2,2,3,5,5,2,,2,,3,2,,2,1,3,1,1,1,2,2,2,2,3,1,3,2,,,2,2,2,2,2,3,2,2,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,9585
14,0813,01,40141,4,2,01,2,2,1,2,1,2,1,1,1,1,2,1,2,1,1,1,1,3,2,2,2,2,1,1,3,3,1,3,2,1,2,2,2,2,2,2,3,2,2,2,2,2,1,3,2,2,2,2,2,2,2,2,2,,1,,3,2,,1,1,2,1,1,1,1,1,1,1,4,1,4,1,1,1,1,2,2,3,3,2,4,2,2,,1,1,0,0,0,0,1,0,,1,1,1,1,1,2,1,1,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,1,1,2,2,2,1,2,1,2,,,,,,,,,,,,4810
14,0813,01,40141,3,1,01,2,2,2,3,3,2,3,3,3,3,3,2,2,2,2,3,3,3,2,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,2,2,2,3,1,2,3,3,2,3,2,2,1,3,2,3,2,1,,1,,2,2,,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,2,2,3,2,3,1,3,3,1,1,0,0,0,0,0,,1,1,1,2,2,2,1,1,2,2,,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,1,1,1,1,4,2,2,,,,,,,,,,,,,19170
14,0813,01,40141,5,1,01,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,,2,,3,2,,2,1,1,1,1,1,1,1,2,4,1,1,1,1,1,1,3,2,2,2,2,2,2,2,2,,2,1,1,0,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,4793
14,0813,01,40141,2,1,01,2,2,2,2,2,2,2,3,3,3,3,2,2,2,2,2,2,3,2,2,3,3,2,2,2,2,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,1,,1,,1,2,,2,2,2,1,1,1,1,1,1,1,3,1,1,1,2,1,3,2,2,3,2,3,3,2,2,,3,1,1,0,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,9620
14,0813,01,40145,5,1,01,2,2,2,3,2,2,2,2,3,3,3,2,2,2,1,3,2,3,3,2,2,2,3,2,3,3,2,2,2,2,1,1,2,2,1,2,3,2,3,2,1,3,2,3,3,2,3,2,2,2,3,2,2,,1,,3,1,3,1,1,1,1,2,1,2,2,1,1,3,3,1,1,1,1,3,3,2,3,3,3,3,2,2,,3,1,0,0,1,0,0,0,,1,1,1,1,2,1,1,1,3,3,,2,1,2,1,1,1,1,1,1,2,1,1,1,1,3,2,1,2,2,3,3,4,2,2,,,,,,,,,,,,El informante menciona haber conclu�do la maestr�a a los 68 a�os de edad.,10993
14,0813,01,40145,2,1,01,1,2,2,2,2,3,2,2,3,3,2,3,2,2,1,2,2,2,1,2,2,2,3,2,3,3,2,3,2,2,2,2,1,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,,1,,4,2,,2,3,4,1,1,4,1,1,1,4,5,1,1,1,2,2,2,2,2,3,2,5,5,2,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,16557
14,0813,01,40145,3,1,01,2,2,1,2,2,3,2,3,3,3,3,2,2,3,2,2,2,2,3,2,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,5,3,3,2,2,3,2,3,3,3,2,2,3,3,3,2,1,,1,,3,2,,2,1,4,1,2,1,2,1,1,1,1,1,1,1,2,2,2,3,2,3,2,3,2,2,2,,2,1,1,0,0,0,0,1,PORQUE SU HERMANA OBTUVO UNA BECA DE CONACYT,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,5519
14,0813,01,40145,1,1,02,2,3,2,3,3,1,3,3,3,3,3,2,2,2,2,3,2,3,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,3,2,3,3,3,2,2,3,3,3,3,1,,2,,2,2,,1,1,4,1,2,1,2,1,1,1,4,3,1,1,2,1,3,3,3,3,3,2,3,2,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,11038
14,0813,01,40147,4,1,01,2,1,1,2,1,2,2,3,4,3,3,3,2,2,2,2,2,2,3,2,3,2,2,1,1,1,1,2,2,2,2,2,2,3,2,2,3,2,3,2,2,2,1,4,4,1,1,2,3,2,4,2,1,,2,,3,2,,2,1,1,1,1,1,1,1,1,1,3,1,1,1,2,1,3,3,1,3,4,3,5,2,2,,2,1,1,0,0,0,0,0,,1,1,1,3,2,1,1,1,2,3,,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,3,3,1,2,1,1,3,3,2,,,,,,,,,,,,,8702
14,0813,01,40147,3,2,02,2,1,2,2,3,3,2,4,4,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,2,,4,2,,2,2,1,1,1,1,1,1,1,1,2,1,1,2,,,3,2,2,2,2,2,2,2,2,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,8671
14,0813,01,40147,3,1,01,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,3,3,2,4,2,2,1,1,2,2,2,1,,1,,3,2,,2,1,1,1,1,1,1,1,1,1,1,1,1,2,,,3,2,2,3,3,2,2,2,2,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,8702
14,0813,01,40147,1,1,01,2,2,2,2,2,3,2,3,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,2,4,3,2,2,2,2,2,2,2,2,,2,,1,2,,2,1,4,1,1,1,1,1,1,1,1,1,1,2,,,3,2,2,3,2,3,2,2,2,,2,1,1,0,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,30459
14,0813,01,40147,2,1,01,2,2,3,2,2,1,1,1,2,4,4,1,2,2,2,2,2,3,2,2,2,2,2,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,2,2,2,1,,2,,3,2,,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,2,3,1,1,2,2,2,,3,1,0,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,8702
14,0813,01,40147,5,1,01,1,1,1,1,4,1,1,1,1,4,1,1,1,1,1,1,4,2,2,2,2,2,2,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,,2,,1,2,,2,1,2,1,2,2,2,2,3,2,3,1,1,2,,,2,2,2,2,3,2,2,2,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,8702
14,0813,01,40172,2,1,01,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,3,2,2,2,2,,2,,3,2,,2,2,3,1,1,4,2,3,1,1,1,3,3,2,,,1,2,3,3,2,5,3,2,2,,2,1,1,0,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,9494
14,0813,01,40172,1,1,02,2,2,2,2,2,3,3,3,2,3,3,2,2,2,2,2,3,3,3,3,3,2,3,2,3,3,2,3,2,2,3,2,3,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,3,2,3,1,,2,,3,2,,2,1,2,1,2,2,2,2,2,2,1,1,1,1,2,1,3,2,3,2,2,3,2,2,2,,3,1,1,0,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,14241
14,0813,01,40172,3,1,04,2,2,2,3,2,2,3,3,2,3,3,5,2,2,2,2,2,3,3,2,3,2,2,2,3,3,2,3,2,3,2,2,2,2,2,2,3,2,3,2,2,3,3,2,3,3,2,2,2,2,2,2,1,,1,,2,2,,2,2,2,1,1,1,1,2,1,2,3,1,3,1,1,1,2,2,2,2,3,2,2,1,2,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,23735
14,0813,01,40172,5,1,02,2,5,5,5,5,5,5,3,3,5,3,5,5,5,5,5,5,3,3,5,5,5,3,2,3,5,2,3,2,3,2,5,2,5,5,2,5,5,5,2,5,3,5,5,5,5,2,2,5,5,5,5,1,,1,,3,2,,2,5,4,4,1,4,1,1,1,4,4,5,5,2,,,2,2,4,5,2,5,5,2,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,14189
14,0813,01,40172,4,1,01,3,2,2,2,2,2,3,3,2,3,3,2,2,5,2,2,2,2,3,2,2,2,3,2,3,2,2,3,2,2,2,2,2,3,2,2,2,2,3,2,2,5,3,2,3,2,2,2,2,2,2,2,1,,2,,2,2,,2,2,3,1,1,3,3,3,1,1,1,1,5,1,2,1,3,2,2,3,3,3,2,3,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,9459
14,0813,01,40200,5,1,02,3,4,2,2,2,2,1,2,3,3,4,3,2,2,2,2,2,3,2,3,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,3,2,2,3,3,2,2,1,,2,,3,2,,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,3,2,2,4,2,5,5,2,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,32948
14,0813,01,40200,3,1,01,3,2,2,2,2,2,2,2,3,2,3,2,2,3,2,2,2,3,3,3,2,3,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2,2,2,2,1,,1,,2,2,,2,3,3,1,1,1,1,1,1,3,2,2,2,2,,,3,2,2,3,2,2,3,2,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,10531
14,0813,01,40200,4,1,02,2,2,2,2,3,2,2,3,3,3,3,2,2,2,2,3,2,3,3,2,2,3,3,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3,3,3,3,3,2,2,3,3,3,2,2,1,,1,,2,2,,2,2,2,1,2,4,4,4,1,4,3,1,1,1,2,1,2,2,2,3,3,3,3,2,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,10983
14,0813,01,40200,2,1,02,2,2,2,2,2,2,2,3,3,3,3,3,2,2,2,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,3,2,2,2,2,3,2,2,1,,2,,1,2,,2,2,1,1,1,1,1,1,1,1,1,1,3,1,2,1,2,2,2,3,2,2,2,2,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,10983
14,0813,01,40200,1,1,01,5,5,5,2,2,5,5,3,5,2,3,2,5,5,5,5,2,3,3,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,2,5,3,5,5,5,5,2,2,3,5,5,5,3,CUANDO ENCUENTRA ALGO DEL TEMA NO LE PONE INTERES,1,,5,2,,2,5,4,4,4,4,4,4,1,4,5,5,5,2,,,2,2,3,5,5,5,3,2,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,5491
14,0813,01,40236,1,1,03,1,2,1,2,1,2,2,3,3,3,3,2,1,1,1,2,1,3,2,1,1,2,2,1,3,3,1,3,1,1,1,2,1,2,1,1,2,1,3,2,1,3,2,4,3,2,1,1,2,3,2,2,2,,2,,2,1,2,2,1,4,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,3,3,2,3,3,1,3,1,1,0,0,0,0,0,1,"POR MAESTROS, UNIVERSIDAD",1,1,1,3,2,1,1,1,1,2,,1,1,2,1,2,1,2,2,1,1,2,1,1,2,3,2,1,1,3,2,4,6,5,2,,,,,,,,,,,,,12850
14,0813,01,40236,5,1,01,1,1,1,2,1,4,3,3,3,3,3,5,1,1,1,2,1,3,2,2,3,2,1,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,3,1,2,3,2,2,2,2,2,2,2,2,,2,,1,1,3,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,3,4,4,2,2,3,2,,3,1,1,0,1,0,0,0,,1,1,1,1,2,1,1,1,3,1,FONDOS PARA PRODUCTOS DE INOVACION,2,1,1,1,1,1,1,1,1,2,1,1,1,1,4,3,2,1,1,2,3,3,1,2,,,,,,,,,,,,,8567
14,0813,01,40236,4,1,02,2,2,1,2,1,2,2,3,2,3,3,2,2,2,2,2,1,3,3,2,2,2,2,2,3,3,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,3,3,3,2,3,2,2,2,3,2,2,2,,2,,2,2,,2,1,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,3,3,3,2,2,1,3,1,1,1,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,8602
14,0813,01,40265,3,1,02,1,1,1,1,1,1,1,1,1,2,3,2,2,2,2,2,2,2,5,2,2,2,5,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,3,3,3,2,1,,2,,4,2,,2,1,4,2,1,4,2,1,1,1,1,2,5,1,2,1,3,2,2,2,2,5,3,2,2,,2,1,1,0,0,0,0,0,,1,1,1,3,2,2,1,1,2,2,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,2,,,,,,,,,,,,,7692
14,0813,01,40265,1,1,02,2,2,2,3,2,2,3,3,2,3,3,2,2,2,2,3,2,3,3,2,2,3,2,2,2,3,2,3,2,3,2,2,2,3,2,2,3,3,3,2,2,3,2,3,2,3,2,2,3,3,3,2,1,,2,,3,2,,2,2,3,1,1,1,1,3,1,1,3,3,3,1,1,1,3,2,2,3,2,3,3,2,2,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,11539
14,0813,01,40265,2,1,02,2,2,2,2,2,2,2,3,2,3,3,2,3,2,3,2,2,3,3,2,3,3,2,2,3,2,2,2,3,2,3,2,2,2,2,2,2,3,3,2,2,2,3,3,3,2,2,2,2,2,2,2,2,,2,,3,2,,2,2,1,1,1,1,1,3,1,1,3,3,3,1,2,1,3,3,3,2,2,3,2,2,2,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,11539
14,0813,01,40265,5,1,01,2,2,2,2,3,1,5,3,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,2,5,2,2,2,2,3,2,2,2,2,2,2,2,5,2,3,3,3,3,3,4,2,2,2,2,2,2,2,1,,1,,3,2,,2,2,3,4,1,1,1,3,1,4,3,3,1,2,,,4,2,2,2,2,3,2,2,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,11539
14,0813,01,40267,2,1,02,2,2,3,2,3,2,2,3,3,3,3,2,2,2,2,2,3,3,3,3,2,3,2,2,2,2,2,3,2,3,2,2,2,2,2,2,2,2,3,3,2,3,2,3,3,2,2,2,2,2,3,2,2,,1,,3,2,,1,2,1,1,1,1,1,1,1,1,1,3,1,1,2,1,3,2,2,3,3,3,3,2,2,,3,1,0,0,0,0,1,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,10355
14,0813,01,40267,3,1,03,2,2,3,2,3,3,3,3,3,3,3,2,2,2,2,3,2,3,2,3,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,3,2,3,3,2,2,2,2,2,2,3,2,,2,,1,2,,1,2,3,1,1,1,1,1,1,1,3,1,1,1,2,1,3,3,3,3,3,3,3,2,2,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,19857
14,0813,01,40267,5,1,02,2,2,1,2,2,3,2,2,3,3,3,2,2,2,2,2,2,3,3,2,2,2,2,2,3,3,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,3,2,2,2,2,3,2,3,2,,1,,1,2,,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,3,3,3,3,2,2,,1,1,0,0,1,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,15532
14,0813,01,40267,1,1,01,2,2,3,2,2,2,2,3,2,3,3,2,2,2,2,2,2,3,3,3,3,3,3,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,3,3,2,2,2,2,3,2,3,1,,1,,3,2,,2,3,1,1,2,1,1,2,1,2,3,3,1,1,2,2,1,2,2,2,2,2,3,2,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,5177
21,0813,02,40008,4,1,02,1,1,1,2,2,2,2,2,3,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2,2,2,3,3,2,2,2,2,3,4,2,2,2,2,3,2,3,1,,2,,3,2,,2,3,1,4,2,1,1,1,1,4,4,1,4,2,,,1,3,2,2,3,2,3,2,1,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,15617
21,0813,02,40008,3,1,01,2,2,2,3,2,2,3,3,3,3,4,2,2,2,3,3,4,4,4,4,2,4,2,1,2,3,2,3,2,3,2,2,2,3,2,2,2,3,3,2,3,2,2,3,3,2,2,2,3,3,2,3,1,,1,,3,2,,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,3,2,2,2,3,1,1,2,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,6247
21,0813,02,40008,5,1,01,2,2,4,2,2,2,3,3,4,4,4,2,2,2,3,2,2,3,4,3,3,2,3,2,3,2,2,3,2,3,2,2,2,2,2,2,3,2,3,2,3,2,2,2,3,2,3,2,2,3,3,3,2,,2,,3,2,,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,2,2,2,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2995
